,Mean Average Reward,Timesteps
0,0.16823046655520874,0
1,0.16823046655520874,10
2,0.16823046655520874,20
3,0.16823046655520874,30
4,0.16823046655520874,40
5,0.16823046655520874,50
6,0.16823046655520874,60
7,0.16823046655520874,70
8,0.16823046655520874,80
9,0.16823046655520874,90
10,0.16823046655520874,100
11,0.16823046655520874,110
12,0.16823046655520874,120
13,0.16823046655520874,130
14,0.16823046655520874,140
15,0.16823046655520874,150
16,0.16823046655520874,160
17,0.16823046655520874,170
18,0.16823046655520874,180
19,0.16823046655520874,190
20,0.16823046655520874,200
21,0.16823046655520874,210
22,0.16823046655520874,220
23,0.16823046655520874,230
24,0.16823046655520874,240
25,0.16823046655520874,250
26,0.16823046655520874,260
27,0.16823046655520874,270
28,0.16823046655520874,280
29,0.16823046655520874,290
30,0.16823046655520874,300
31,0.16823046655520874,310
32,0.16823046655520874,320
33,0.16823046655520874,330
34,0.16823046655520874,340
35,0.16823046655520874,350
36,0.16823046655520874,360
37,0.16823046655520874,370
38,0.16823046655520874,380
39,0.16823046655520874,390
40,0.16823046655520874,400
41,0.16823046655520874,410
42,0.16823046655520874,420
43,0.16823046655520874,430
44,0.16823046655520874,440
45,0.16823046655520874,450
46,0.16823046655520874,460
47,0.16823046655520874,470
48,0.16823046655520874,480
49,0.16823046655520874,490
50,0.16823046655520874,500
51,0.16823046655520874,510
52,0.16823046655520874,520
53,0.16823046655520874,530
54,0.16823046655520874,540
55,0.16823046655520874,550
56,0.16823046655520874,560
57,0.16823046655520874,570
58,0.16823046655520874,580
59,0.16823046655520874,590
60,0.16823046655520874,600
61,0.16823046655520874,610
62,0.16823046655520874,620
63,0.16823046655520874,630
64,0.16823046655520874,640
65,0.16823046655520874,650
66,0.16823046655520874,660
67,0.16823046655520874,670
68,0.16823046655520874,680
69,0.16823046655520874,690
70,0.16823046655520874,700
71,0.16823046655520874,710
72,0.16823046655520874,720
73,0.16823046655520874,730
74,0.16823046655520874,740
75,0.16823046655520874,750
76,0.16823046655520874,760
77,0.16823046655520874,770
78,0.16823046655520874,780
79,0.16823046655520874,790
80,0.16823046655520874,800
81,0.16823046655520874,810
82,0.16823046655520874,820
83,0.16823046655520874,830
84,0.16823046655520874,840
85,0.16823046655520874,850
86,0.16823046655520874,860
87,0.16823046655520874,870
88,0.16823046655520874,880
89,0.16823046655520874,890
90,0.16823046655520874,900
91,0.16823046655520874,910
92,0.16823046655520874,920
93,0.16823046655520874,930
94,0.16823046655520874,940
95,0.16823046655520874,950
96,0.16823046655520874,960
97,0.16823046655520874,970
98,0.16823046655520874,980
99,0.16823046655520874,990
100,0.16823046655520874,1000
101,0.16823046655520874,1010
102,0.16823046655520874,1020
103,0.16823046655520874,1030
104,0.16823046655520874,1040
105,0.16823046655520874,1050
106,0.16823046655520874,1060
107,0.16823046655520874,1070
108,0.16823046655520874,1080
109,0.16823046655520874,1090
110,0.16823046655520874,1100
111,0.16823046655520874,1110
112,0.16823046655520874,1120
113,0.16823046655520874,1130
114,0.16823046655520874,1140
115,0.16823046655520874,1150
116,0.16823046655520874,1160
117,0.16823046655520874,1170
118,0.16823046655520874,1180
119,0.16823046655520874,1190
120,0.16823046655520874,1200
121,0.16823046655520874,1210
122,0.16823046655520874,1220
123,0.16823046655520874,1230
124,0.16823046655520874,1240
125,0.16823046655520874,1250
126,0.16823046655520874,1260
127,0.16823046655520874,1270
128,0.16823046655520874,1280
129,0.16823046655520874,1290
130,0.16823046655520874,1300
131,0.16823046655520874,1310
132,0.16823046655520874,1320
133,0.16823046655520874,1330
134,0.16823046655520874,1340
135,0.16823046655520874,1350
136,0.16823046655520874,1360
137,0.16823046655520874,1370
138,0.16823046655520874,1380
139,0.16823046655520874,1390
140,0.16823046655520874,1400
141,0.16823046655520874,1410
142,0.16823046655520874,1420
143,0.16823046655520874,1430
144,0.16823046655520874,1440
145,0.16823046655520874,1450
146,0.16823046655520874,1460
147,0.16823046655520874,1470
148,0.16823046655520874,1480
149,0.16823046655520874,1490
150,0.16823046655520874,1500
151,0.16823046655520874,1510
152,0.16823046655520874,1520
153,0.16823046655520874,1530
154,0.16823046655520874,1540
155,0.16823046655520874,1550
156,0.16823046655520874,1560
157,0.16823046655520874,1570
158,0.16823046655520874,1580
159,0.16823046655520874,1590
160,0.16823046655520874,1600
161,0.16823046655520874,1610
162,0.16823046655520874,1620
163,0.16823046655520874,1630
164,0.16823046655520874,1640
165,0.16823046655520874,1650
166,0.16823046655520874,1660
167,0.16823046655520874,1670
168,0.16823046655520874,1680
169,0.16823046655520874,1690
170,0.16823046655520874,1700
171,0.16823046655520874,1710
172,0.16823046655520874,1720
173,0.16823046655520874,1730
174,0.16823046655520874,1740
175,0.16823046655520874,1750
176,0.16823046655520874,1760
177,0.16823046655520874,1770
178,0.16823046655520874,1780
179,0.16823046655520874,1790
180,0.16823046655520874,1800
181,0.16823046655520874,1810
182,0.16823046655520874,1820
183,0.16823046655520874,1830
184,0.16823046655520874,1840
185,0.16823046655520874,1850
186,0.16823046655520874,1860
187,0.16823046655520874,1870
188,0.16823046655520874,1880
189,0.16823046655520874,1890
190,0.16823046655520874,1900
191,0.16823046655520874,1910
192,0.16823046655520874,1920
193,0.16823046655520874,1930
194,0.16823046655520874,1940
195,0.16823046655520874,1950
196,0.16823046655520874,1960
197,0.16823046655520874,1970
198,0.16823046655520874,1980
199,0.16823046655520874,1990
200,0.16823046655520874,2000
201,0.16823046655520874,2010
202,0.16823046655520874,2020
203,0.16823046655520874,2030
204,0.16823046655520874,2040
205,0.16823046655520874,2050
206,0.16823046655520874,2060
207,0.16823046655520874,2070
208,0.16823046655520874,2080
209,0.16823046655520874,2090
210,0.16823046655520874,2100
211,0.16823046655520874,2110
212,0.16823046655520874,2120
213,0.16823046655520874,2130
214,0.16823046655520874,2140
215,0.16823046655520874,2150
216,0.16823046655520874,2160
217,0.16823046655520874,2170
218,0.16823046655520874,2180
219,0.16823046655520874,2190
220,0.16823046655520874,2200
221,0.16823046655520874,2210
222,0.16823046655520874,2220
223,0.16823046655520874,2230
224,0.16823046655520874,2240
225,0.16823046655520874,2250
226,0.16823046655520874,2260
227,0.16823046655520874,2270
228,0.16823046655520874,2280
229,0.16823046655520874,2290
230,0.16823046655520874,2300
231,0.16823046655520874,2310
232,0.16823046655520874,2320
233,0.16823046655520874,2330
234,0.16823046655520874,2340
235,0.16823046655520874,2350
236,0.16823046655520874,2360
237,0.16823046655520874,2370
238,0.16823046655520874,2380
239,0.16823046655520874,2390
240,0.16823046655520874,2400
241,0.16823046655520874,2410
242,0.16823046655520874,2420
243,0.16823046655520874,2430
244,0.16823046655520874,2440
245,0.16823046655520874,2450
246,0.16823046655520874,2460
247,0.16823046655520874,2470
248,0.16823046655520874,2480
249,0.16823046655520874,2490
250,0.16823046655520874,2500
