,Mean Average Reward,Timesteps
0,0.24108044733044728,0
1,0.24108044733044728,10
2,0.24108044733044728,20
3,0.24108044733044728,30
4,0.24108044733044728,40
5,0.24108044733044728,50
6,0.24108044733044728,60
7,0.24108044733044728,70
8,0.24108044733044728,80
9,0.24108044733044728,90
10,0.24108044733044728,100
11,0.24108044733044728,110
12,0.24108044733044728,120
13,0.24108044733044728,130
14,0.24108044733044728,140
15,0.24108044733044728,150
16,0.24108044733044728,160
17,0.24108044733044728,170
18,0.24108044733044728,180
19,0.24108044733044728,190
20,0.24108044733044728,200
21,0.24108044733044728,210
22,0.24108044733044728,220
23,0.24108044733044728,230
24,0.24108044733044728,240
25,0.24108044733044728,250
26,0.24108044733044728,260
27,0.24108044733044728,270
28,0.24108044733044728,280
29,0.24108044733044728,290
30,0.24108044733044728,300
31,0.24108044733044728,310
32,0.24108044733044728,320
33,0.24108044733044728,330
34,0.24108044733044728,340
35,0.24108044733044728,350
36,0.24108044733044728,360
37,0.24108044733044728,370
38,0.24108044733044728,380
39,0.24108044733044728,390
40,0.24108044733044728,400
41,0.24108044733044728,410
42,0.24108044733044728,420
43,0.24108044733044728,430
44,0.24108044733044728,440
45,0.24108044733044728,450
46,0.24108044733044728,460
47,0.24108044733044728,470
48,0.24108044733044728,480
49,0.24108044733044728,490
50,0.24108044733044728,500
51,0.24108044733044728,510
52,0.24108044733044728,520
53,0.24108044733044728,530
54,0.24108044733044728,540
55,0.24108044733044728,550
56,0.24108044733044728,560
57,0.24108044733044728,570
58,0.24108044733044728,580
59,0.24108044733044728,590
60,0.24108044733044728,600
61,0.24108044733044728,610
62,0.24108044733044728,620
63,0.24108044733044728,630
64,0.24108044733044728,640
65,0.24108044733044728,650
66,0.24108044733044728,660
67,0.24108044733044728,670
68,0.24108044733044728,680
69,0.24108044733044728,690
70,0.24108044733044728,700
71,0.24108044733044728,710
72,0.24108044733044728,720
73,0.24108044733044728,730
74,0.24108044733044728,740
75,0.24108044733044728,750
76,0.24108044733044728,760
77,0.24108044733044728,770
78,0.24108044733044728,780
79,0.24108044733044728,790
80,0.24108044733044728,800
81,0.24108044733044728,810
82,0.24108044733044728,820
83,0.24108044733044728,830
84,0.24108044733044728,840
85,0.24108044733044728,850
86,0.24108044733044728,860
87,0.24108044733044728,870
88,0.24108044733044728,880
89,0.24108044733044728,890
90,0.24108044733044728,900
91,0.24108044733044728,910
92,0.24108044733044728,920
93,0.24108044733044728,930
94,0.24108044733044728,940
95,0.24108044733044728,950
96,0.24108044733044728,960
97,0.24108044733044728,970
98,0.24108044733044728,980
99,0.24108044733044728,990
100,0.24108044733044728,1000
101,0.24108044733044728,1010
102,0.24108044733044728,1020
103,0.24108044733044728,1030
104,0.24108044733044728,1040
105,0.24108044733044728,1050
106,0.24108044733044728,1060
107,0.24108044733044728,1070
108,0.24108044733044728,1080
109,0.24108044733044728,1090
110,0.24108044733044728,1100
111,0.24108044733044728,1110
112,0.24108044733044728,1120
113,0.24108044733044728,1130
114,0.24108044733044728,1140
115,0.24108044733044728,1150
116,0.24108044733044728,1160
117,0.24108044733044728,1170
118,0.24108044733044728,1180
119,0.24108044733044728,1190
120,0.24108044733044728,1200
