,Exp Quality,Mean Average Reward,Timesteps
0,0.3972094911667372,0.04978354978354979,0
1,7.266940037205041,0.04720279720279721,200
2,22.90168529405528,0.045454545454545456,400
3,44.64302563078718,0.037745898425246255,600
4,50.975229733016945,0.03252506752506752,800
5,55.50540155120394,0.0744228414974333,1000
6,55.50540155120394,0.07552218728067073,1200
7,55.50540155120394,0.11726449102394464,1400
8,55.50540155120394,0.1161218578469462,1600
9,55.50540155120394,0.1074886098749735,1800
10,55.50540155120394,0.1129462299750995,2000
11,55.50540155120394,0.08918552079251732,2200
12,55.50540155120394,0.11298040854987033,2400
13,55.50540155120394,0.12458033723723494,2600
14,55.50540155120394,0.13506202256960395,2800
15,55.50540155120394,0.17002204542761418,3000
16,55.50540155120394,0.181030669210017,3200
17,55.50540155120394,0.20322382369985495,3400
18,55.50540155120394,0.18891422836240593,3600
19,55.50540155120394,0.18834585019472358,3800
20,55.50540155120394,0.20454587376378813,4000
21,55.50540155120394,0.21127395331940776,4200
22,55.50540155120394,0.19680572880773414,4400
23,55.50540155120394,0.21497508173644533,4600
24,55.50540155120394,0.21450784064420422,4800
25,55.50540155120394,0.20904229274884348,5000
26,55.50540155120394,0.2257624097530514,5200
27,55.50540155120394,0.2148978546705819,5400
28,55.50540155120394,0.20384085611358332,5600
29,55.50540155120394,0.21436914195586443,5800
30,55.50540155120394,0.21001458434613515,6000
31,55.50540155120394,0.21430175353620318,6200
32,55.50540155120394,0.21214668007431167,6400
33,55.50540155120394,0.21943124092188251,6600
34,55.50540155120394,0.21908716283716279,6800
35,55.50540155120394,0.20970258339558923,7000
36,55.50540155120394,0.22149753655435464,7200
37,55.50540155120394,0.2040655052018688,7400
38,55.50540155120394,0.2132702209406755,7600
39,55.50540155120394,0.203482313141404,7800
40,55.50540155120394,0.20544840260749345,8000
41,55.50540155120394,0.20022956841138653,8200
42,55.50540155120394,0.20130806693306685,8400
43,55.50540155120394,0.2220860578815124,8600
44,55.50540155120394,0.2149856549422057,8800
45,55.50540155120394,0.20773967194421739,9000
46,55.50540155120394,0.20475608022399464,9200
47,55.50540155120394,0.20782705299750753,9400
48,55.50540155120394,0.21233227000272456,9600
49,55.50540155120394,0.21872124088033174,9800
50,55.50540155120394,0.21599502139274865,10000
51,55.50540155120394,0.21849891369927246,10200
52,55.50540155120394,0.2080235105803287,10400
53,55.50540155120394,0.21880324951497193,10600
54,55.50540155120394,0.21360137003519347,10800
55,55.50540155120394,0.22952464202464198,11000
56,55.50540155120394,0.21627802715703776,11200
57,55.50540155120394,0.20995730910503632,11400
58,55.50540155120394,0.22355474801647046,11600
59,55.50540155120394,0.21815280678917037,11800
60,55.50540155120394,0.21488738299883806,12000
61,55.50540155120394,0.22204201398720108,12200
62,55.50540155120394,0.21283688830480274,12400
63,55.50540155120394,0.21570134411043496,12600
64,55.50540155120394,0.23882232035641116,12800
65,55.50540155120394,0.20616548855185216,13000
66,55.50540155120394,0.2136817097044369,13200
67,55.50540155120394,0.2107253634660051,13400
68,55.50540155120394,0.21260248589794034,13600
69,55.50540155120394,0.1902444239509747,13800
70,55.50540155120394,0.21034871063280153,14000
71,55.50540155120394,0.20874061644097527,14200
72,55.50540155120394,0.20385301666701186,14400
73,55.50540155120394,0.20375279058434134,14600
74,55.50540155120394,0.20043746126282003,14800
75,55.50540155120394,0.21509952465834806,15000
76,55.50540155120394,0.21062114319133024,15200
77,55.50540155120394,0.20665960599115676,15400
78,55.50540155120394,0.2184616519843792,15600
79,55.50540155120394,0.22144295098840547,15800
80,55.50540155120394,0.211559798521521,16000
81,55.50540155120394,0.21799974015883103,16200
82,55.50540155120394,0.21894445794846862,16400
83,55.50540155120394,0.23250606716515804,16600
84,55.50540155120394,0.2127180899908172,16800
85,55.50540155120394,0.21207801037346483,17000
86,55.50540155120394,0.21435001236137594,17200
87,55.50540155120394,0.23298185400458127,17400
88,55.50540155120394,0.2269342084682993,17600
89,55.50540155120394,0.20908092204883652,17800
90,55.50540155120394,0.2146849140164648,18000
91,55.50540155120394,0.22208984197620554,18200
92,55.50540155120394,0.21993959323504775,18400
93,55.50540155120394,0.22121982481273922,18600
94,55.50540155120394,0.20956895476931348,18800
95,55.50540155120394,0.22487931891340984,19000
96,55.50540155120394,0.22927636089400788,19200
97,55.50540155120394,0.22661347490892944,19400
98,55.50540155120394,0.2429881671358944,19600
99,55.50540155120394,0.2271621871889251,19800
100,55.50540155120394,0.22916666666666669,20000
101,55.50540155120394,0.23403105732651183,20200
102,55.50540155120394,0.23115842490842484,20400
103,55.50540155120394,0.21991203241203233,20600
104,55.50540155120394,0.2310856126197035,20800
105,55.50540155120394,0.23373171317690022,21000
106,55.50540155120394,0.24578029293938386,21200
107,55.50540155120394,0.23163723902360261,21400
108,55.50540155120394,0.2369636361113634,21600
109,55.50540155120394,0.2300882198609471,21800
110,55.50540155120394,0.23305375180375176,22000
111,55.50540155120394,0.23315239053875417,22200
112,55.50540155120394,0.22782533123442208,22400
113,55.50540155120394,0.23631854256854246,22600
114,55.50540155120394,0.23335649929549449,22800
115,55.50540155120394,0.2347473233836869,23000
116,55.50540155120394,0.23495834973107696,23200
117,55.50540155120394,0.23090533204169564,23400
118,55.50540155120394,0.2483708841663386,23600
119,55.50540155120394,0.2415223665223665,23800
120,55.50540155120394,0.23791347541347535,24000
121,55.50540155120394,0.2499918011281647,24200
122,55.50540155120394,0.24036270844425917,24400
123,55.50540155120394,0.23173865276137998,24600
124,55.50540155120394,0.24494072846345566,24800
125,55.50540155120394,0.23081136035681482,25000
126,55.50540155120394,0.23315321042593765,25200
127,55.50540155120394,0.22315279417552134,25400
128,55.50540155120394,0.2262475306927178,25600
129,55.50540155120394,0.23331472820109178,25800
130,55.50540155120394,0.22700216450216448,26000
131,55.50540155120394,0.2477010363374,26200
132,55.50540155120394,0.23924676964449684,26400
133,55.50540155120394,0.23783533385806105,26600
134,55.50540155120394,0.23163944641217366,26800
135,55.50540155120394,0.2411700673064309,27000
136,55.50540155120394,0.23486513486513483,27200
137,55.50540155120394,0.23619879588779105,27400
138,55.50540155120394,0.241225567361931,27600
139,55.50540155120394,0.2427407188770825,27800
140,55.50540155120394,0.24527499016135376,28000
141,55.50540155120394,0.22797644274917,28200
142,55.50540155120394,0.22206833570469928,28400
143,55.50540155120394,0.2275923256036892,28600
144,55.50540155120394,0.25301226551226547,28800
145,55.50540155120394,0.23567985045257772,29000
146,55.50540155120394,0.22624458874458872,29200
147,55.50540155120394,0.2270841532205168,29400
148,55.50540155120394,0.22403663255935974,29600
149,55.50540155120394,0.22370818241473323,29800
150,0.7938809999545219,0.053546831955922865,0
151,22.17780490938301,0.045454545454545456,200
152,32.508729151347794,0.026515151515151516,400
153,38.05259929397238,0.04772727272727273,600
154,44.37665154027796,0.06138975966562174,800
155,45.2196660108458,0.060064935064935064,1000
156,45.2196660108458,0.060227272727272727,1200
157,45.2196660108458,0.05366161616161616,1400
158,45.2196660108458,0.06902417757680916,1600
159,45.2196660108458,0.06803857906799082,1800
160,45.2196660108458,0.047520661157024795,2000
161,45.2196660108458,0.06288527141061702,2200
162,45.2196660108458,0.09872892947178,2400
163,45.2196660108458,0.10107664141132702,2600
164,45.2196660108458,0.09719852758828598,2800
165,45.2196660108458,0.10140935750227192,3000
166,45.2196660108458,0.130857532597181,3200
167,45.2196660108458,0.13918810455891795,3400
168,45.2196660108458,0.1703365699956609,3600
169,45.2196660108458,0.18706751878543315,3800
170,45.2196660108458,0.1767353985561987,4000
171,45.2196660108458,0.19005932929377894,4200
